,edge_type,pwi,segments_1,segments_2,segments_3,segments_4,segments_5,segments_6,segments_7,segments_8,sink,source,weight,weight_ct
20152,full_complement,7.98673,0.999132,0.998253,0.998169,0.999418,0.999346,0.995798,0.998984,0.99763,A/Western Australia/30/2002,A/Western Australia/25/2002,1.0,1
20153,full_complement,7.9830890000000005,0.998692,0.999563,0.996795,0.998253,0.99737,0.995795,0.998991,0.99763,A/Western Australia/32/2002,A/Western Australia/25/2002,1.0,1
20154,full_complement,7.983595,0.998697,0.999563,0.997714,1.0,0.998693,0.992313,0.998985,0.99763,A/Western Australia/33/2002,A/Western Australia/25/2002,1.0,1
20155,full_complement,7.993097000000001,0.998705,0.998681,0.999546,0.998858,0.998702,0.998605,1.0,1.0,A/Nicaragua/4136_07/2013,A/Nicaragua/30081_01_TR1/2013,1.0,1
20156,full_complement,7.99827,0.999568,1.0,1.0,1.0,0.998702,1.0,1.0,1.0,A/Nicaragua/7486_06/2013,A/Nicaragua/30081_01_TR1/2013,1.0,1
20157,full_complement,7.989966,0.999136,0.996922,0.998186,0.997717,0.998702,0.999303,1.0,1.0,A/Nicaragua/6863_05/2013,A/Nicaragua/30081_01_TR1/2013,1.0,1
20158,full_complement,7.9884520000000006,0.997407,0.997848,0.998208,0.998831,0.999361,0.997927,1.0,0.99887,A/New York/110/2002,A/New York/103/2002,1.0,1
20159,full_complement,7.987815,0.998685,0.998271,0.99864,0.998271,0.998037,0.997911,0.998,1.0,A/New York/607/1995,A/New York/651/1995,1.0,1
20160,full_complement,7.839277999999999,0.950348,0.970117,0.992301,0.988318,0.992843,0.980999,0.976048,0.988304,A/ring-necked duck/Illinois/4125/2009,A/northern pintail/Louisiana/Sg-01033/2008,1.0,1
20161,full_complement,7.839239,0.950348,0.970117,0.992255,0.988325,0.992843,0.980999,0.976048,0.988304,A/mallard/Illinois/4124/2009,A/northern pintail/Louisiana/Sg-01033/2008,1.0,1
20162,reassortant,7.851823,,0.97961,,0.95505,,0.9725550000000001,,0.990643,A/mallard/California/2566P/2011,A/northern pintail/Louisiana/Sg-01033/2008,0.5,1
20163,full_complement,7.801062000000001,0.949482,0.965786,0.978714,0.966141,0.9778789999999999,0.978888,0.99002,0.994152,A/blue winged-teal/Wisconsin/12OS4224/2012,A/northern pintail/Louisiana/Sg-01033/2008,1.0,1
20164,full_complement,7.694019,0.957087,0.965786,0.966938,0.984822,0.938602,0.9289229999999999,0.967066,0.984795,A/mallard/Ohio/11OS2083/2011,A/northern pintail/Louisiana/Sg-01033/2008,1.0,1
20165,full_complement,7.983478,0.997409,0.997842,0.999544,0.998288,0.999351,0.996508,0.998004,0.996532,A/Helsinki/911/2013,A/Helsinki/767/2013,1.0,1
20166,reassortant,7.795039,,0.994744,,0.9953380000000001,,,,,A/mallard/Washington/20010-002/2006,A/mallard/Washington/44242-124/2006,0.5,1
20167,full_complement,7.9973849999999995,0.999567,1.0,0.999547,0.998271,1.0,1.0,1.0,1.0,A/mallard/Sweden/101011/2009,A/mallard/Sweden/100878/2009,1.0,1
20168,full_complement,7.99531,1.0,1.0,0.998621,0.998847,1.0,1.0,0.999003,0.998839,A/Mexico/24047/2009,A/Mexico/24043/2009,1.0,1
20169,full_complement,7.991239000000001,1.0,0.99912,0.997241,0.998847,0.999351,1.0,0.999003,0.997677,A/Mexico/24022/2009,A/Mexico/24043/2009,1.0,1
20170,full_complement,7.993123,1.0,0.99956,0.997701,0.99827,1.0,0.998589,0.999003,1.0,A/Mexico/24048/2009,A/Mexico/24043/2009,1.0,1
20171,full_complement,7.991714000000001,0.999568,1.0,0.997701,0.998847,1.0,0.998589,0.997009,1.0,A/Mexico/24045/2009,A/Mexico/24043/2009,1.0,1
20172,full_complement,7.995042000000001,1.0,0.99956,0.99907,1.0,0.999332,0.999291,0.998982,0.998807,A/Minnesota/02/2009,A/Mexico/24043/2009,1.0,1
20173,full_complement,7.994529,0.999568,0.99956,0.998621,0.999423,0.999351,1.0,0.998006,1.0,A/Mexico/24021/2009,A/Mexico/24043/2009,1.0,1
20174,full_complement,7.988479000000001,0.999136,0.99956,0.997241,0.99827,1.0,0.998589,0.998006,0.997677,A/Mexico/24049/2009,A/Mexico/24043/2009,1.0,1
20175,full_complement,7.998959,1.0,1.0,0.99954,0.999419,1.0,1.0,1.0,1.0,A/Madrid/INS130/2009,A/Madrid/INS129/2009,1.0,1
20176,full_complement,7.9994119999999995,1.0,1.0,1.0,0.999412,1.0,1.0,1.0,1.0,A/Singapore/DMS28/2009,A/Singapore/GP3104/2009,1.0,1
20177,full_complement,7.990568,0.999132,0.999132,0.994938,0.999417,0.999337,0.998612,1.0,1.0,A/New York/489/2003,A/New York/487/2003,1.0,1
20178,full_complement,7.999561,0.999561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Argentina/7953/2009,A/Argentina/19618/2009,1.0,1
20179,full_complement,7.949168,0.992644,0.991789,0.993616,0.99255,0.994758,0.992308,0.994995,0.996508,A/Christchurch/1/2003,A/HaNoi/2253/2001,1.0,1
20180,full_complement,7.948404,0.99343,0.992998,0.994023,0.990757,0.994036,0.9908,0.995927,0.996433,A/Memphis/5/2003,A/HaNoi/2253/2001,1.0,1
20181,reassortant,7.78805,0.963596,,0.973036,0.971193,0.987308,,0.966395,0.9821,A/mallard/San Jiang/275/2007,A/mallard/Jiangxi/8264/2004,0.5,1
20182,reassortant,7.742561,,0.958663,,0.971781,0.987976,0.975177,0.968432,,A/mallard/SanJiang/151/2006,A/mallard/Jiangxi/8264/2004,0.5,1
20183,reassortant,7.7792010000000005,,0.99473,,0.985891,,0.963121,,,A/mallard/Jiangxi/12147/2005,A/mallard/Jiangxi/8264/2004,0.5,1
20184,reassortant,7.831697999999999,,0.987703,,0.985303,,0.988652,,,A/duck/Guangxi/141/2005,A/mallard/Jiangxi/8264/2004,0.5,1
20185,reassortant,7.751863999999999,,0.959103,,0.978836,0.987308,0.977305,0.967413,,A/mallard/Hei Longjiang/131/2006,A/mallard/Jiangxi/8264/2004,0.5,1
20186,reassortant,7.755959000000001,,0.959543,,0.97766,0.987308,0.984397,0.968432,,A/mallard/SanJiang/113/2006,A/mallard/Jiangxi/8264/2004,0.5,1
20187,full_complement,7.714256,0.983772,0.985507,0.942817,0.962375,0.928524,0.955319,0.978615,0.9773270000000001,A/Muscovy duck/Vietnam/G33/2007,A/mallard/Jiangxi/8264/2004,1.0,1
20188,reassortant,7.922346000000001,,,,,,0.982979,,,A/duck/Guangxi/1598/2005,A/mallard/Jiangxi/8264/2004,0.5,1
20189,reassortant,7.866765,0.986404,0.98946,,,,0.990071,0.983707,,A/spotbill duck/Xuyi/6/2005,A/mallard/Jiangxi/8264/2004,0.5,1
20190,reassortant,7.891477999999999,,,,,,0.964539,,,A/duck/Guangxi/3459/2005,A/mallard/Jiangxi/8264/2004,0.5,1
20191,reassortant,7.793177999999999,0.985088,,,,,0.980142,,0.979714,A/duck/Guangxi/912/2008,A/mallard/Jiangxi/8264/2004,0.5,1
20192,reassortant,7.759861,,,,0.964139,0.96994,0.971014,0.96945,0.97852,A/duck/Guangdong/S4251/2010,A/duck/Shantou/1984/2007,0.5,1
20193,full_complement,7.996426,1.0,1.0,1.0,0.998847,1.0,0.998592,0.998987,1.0,A/Guam/NHRC0011/2009,A/Guam/NHRC0030/2009,1.0,1
20194,full_complement,7.99653,1.0,1.0,1.0,0.999423,1.0,0.999296,0.998987,0.998824,A/Guam/NHRC0026/2009,A/Guam/NHRC0030/2009,1.0,1
20195,full_complement,7.996536,1.0,0.999566,1.0,1.0,0.998687,0.999296,0.998987,1.0,A/Guam/NHRC0001/2009,A/Guam/NHRC0030/2009,1.0,1
20196,full_complement,7.990195,0.999128,0.999566,0.997241,1.0,0.999343,0.999296,0.997974,0.997647,A/Athens/INS358/2009,A/Athens/INS325/2009,1.0,1
20197,full_complement,7.991385999999999,0.998256,0.999132,0.998621,0.99827,1.0,0.999296,0.998987,0.998824,A/Athens/INS156/2009,A/Athens/INS325/2009,1.0,1
20198,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/mallard/Sweden/80148/2008,A/mallard/Sweden/79412/2008,0.5,1
20199,reassortant,7.7237420000000006,0.984888,,0.972323,,0.937013,,0.979042,0.989595,A/ruddy turnstone/Delaware/650612/2002,A/shorebird/Delaware Bay/267/2000,0.25,1
20200,reassortant,7.742572,0.935233,,0.979167,,,0.960362,0.983034,,A/mallard/Alberta/149/2002,A/shorebird/Delaware Bay/267/2000,0.25,1
20201,full_complement,7.905684000000002,0.994769,0.991714,0.987682,0.972738,0.997413,0.983837,0.979778,0.997753,A/chicken/Jilin/1031/2012,A/chicken/Shandong/zc0606/2012,1.0,1
20202,full_complement,7.991267000000001,0.998256,0.998692,0.999544,0.99826,0.999353,0.999297,0.998989,0.998876,A/chicken/Shanxi/0703/2012,A/chicken/Shandong/zc0606/2012,1.0,1
20203,full_complement,7.988103000000001,0.999123,0.996922,0.99907,0.997061,1.0,1.0,0.995927,1.0,A/England/694/2010,A/Northern Ireland/05180459/2010,1.0,1
20204,full_complement,7.990225,0.999123,0.998681,0.99907,0.997648,0.999332,0.998582,0.998982,0.998807,A/England/12240614/2011,A/Northern Ireland/05180459/2010,1.0,1
20205,full_complement,7.695912,0.966228,0.956025,0.961878,0.9681420000000001,0.935204,0.959574,0.972727,0.9761340000000001,A/mallard/California/8035/2008,A/mallard/QC/2323-25/2006,1.0,1
20206,full_complement,7.762485000000001,0.965351,0.961741,0.954091,0.9784,0.954278,0.980501,0.988956,0.979167,A/mallard/Sweden/93211/2009,A/mallard/Sweden/51717/2006,0.3333333333333333,1
20207,reassortant,7.769589,,,,,,0.921444,,,A/duck/Zhejiang/D1-6/2013,A/wild duck/Jiangxi/19615/2009,0.5,1
20208,reassortant,7.834835,,0.980237,0.97443,,,0.992923,,,A/migratory duck/Jiangxi/21248/2009,A/wild duck/Jiangxi/19615/2009,0.5,1
20209,reassortant,7.830026,0.990351,0.937637,0.969781,,,0.9908,,,A/duck/Jiangxi/4759/2009,A/wild duck/Jiangxi/19615/2009,0.5,1
20210,reassortant,7.988616,,0.998273,,,,0.996511,1.0,0.998844,A/blue-winged teal/New Brunswick/00595/2010,A/mallard/Nova Scotia/00372/2010,0.5,1
20211,reassortant,7.984586999999999,0.996958,0.998273,,,,0.995813,1.0,0.997688,A/blue-winged teal/New Brunswick/00597/2010,A/mallard/Nova Scotia/00372/2010,0.5,1
20212,reassortant,7.9874670000000005,,0.998273,,,,0.996511,1.0,0.998844,A/mallard/New Brunswick/00593/2010,A/mallard/Nova Scotia/00372/2010,0.5,1
20213,reassortant,7.988616,,0.998273,,,,0.996511,1.0,0.998844,A/blue-winged teal/New Brunswick/00598/2010,A/mallard/Nova Scotia/00372/2010,0.5,1
20214,reassortant,7.844076,0.995645,,,0.991087,0.99534,,0.996967,,A/northern shoveler/Interior Alaska/8BM3470/2008,A/white-fronted goose/Korea/20-36/2007,0.5,1
20215,full_complement,7.999102,1.0,0.999567,0.999535,1.0,1.0,1.0,1.0,1.0,A/mallard/Interior Alaska/10BM09162R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,0.3333333333333333,1
20216,full_complement,7.997975,0.999568,1.0,1.0,0.999425,1.0,1.0,0.998982,1.0,A/mallard/Interior Alaska/10BM09159R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,0.3333333333333333,1
20217,full_complement,7.9994250000000005,1.0,1.0,1.0,0.999425,1.0,1.0,1.0,1.0,A/mallard/Interior Alaska/10BM09164R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,0.3333333333333333,1
20218,full_complement,7.998703,0.999136,0.999567,1.0,1.0,1.0,1.0,1.0,1.0,A/mallard/Interior Alaska/10BM09158R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,0.3333333333333333,1
20219,full_complement,7.995173,0.999136,0.999134,1.0,0.998851,0.998052,1.0,1.0,1.0,A/mallard/Interior Alaska/10CH00035R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,0.3333333333333333,1
20220,full_complement,7.996674,0.999567,0.999563,0.999542,1.0,1.0,1.0,0.998002,1.0,A/mallard/Sweden/79976/2008,A/mallard/Sweden/79372/2008,1.0,1
20221,full_complement,7.991918,0.997409,1.0,1.0,0.996558,0.999351,0.9986,1.0,1.0,A/American widgeon/Mississippi/11OS6097/2011,A/gadwall/Mississippi/11OS5840/2011,1.0,1
20222,full_complement,7.7136759999999995,0.971071,0.963299,0.963768,0.966208,0.946104,0.948936,0.982036,0.972254,A/blue-winged teal/Illinois/12OS4788/2012,A/duck/Interior Alaska/7MP1582/2007,1.0,1
20223,reassortant,7.898301,0.976252,0.9538,,0.989118,0.98961,,0.996008,0.997688,A/northern shoveler/California/9140/2008,A/duck/Interior Alaska/7MP1582/2007,0.5,1
20224,reassortant,7.976809,0.997409,0.996978,0.997736,,,,0.997006,1.0,A/American green-winged teal/Interior Alaska/7MP1651/2007,A/duck/Interior Alaska/7MP1582/2007,0.5,1
20225,full_complement,7.904434,0.995682,0.997811,0.99683,0.992576,0.937662,0.997163,0.989022,0.997688,A/mallard/Interior Alaska/8BM2102/2008,A/duck/Interior Alaska/7MP1582/2007,1.0,1
20226,full_complement,7.884037999999999,0.996546,0.997409,0.905344,0.996002,0.998052,0.997163,0.997006,0.996516,A/northern shoveler/Interior Alaska/7MP1077/2007,A/duck/Interior Alaska/7MP1582/2007,1.0,1
20227,full_complement,7.932841000000001,0.991228,0.990325,0.977685,0.995247,0.990648,0.992132,0.997963,0.997613,A/environment/Shanghai/PD-JZ-01/2014,A/chicken/Jiaxing/4490/2013,1.0,1
20228,reassortant,7.7862480000000005,0.972368,,,,,0.994338,0.982688,0.986982,A/duck/Jiangxi/25134/2009,A/avian/Japan/8KI0068/2008,0.5,1
20229,reassortant,7.68806,0.967105,,,,,,,0.951445,A/common eider/Maine/505/2011,A/avian/Japan/8KI0068/2008,0.5,1
20230,reassortant,7.819062,,,0.978162,0.979009,,0.98469,,0.975638,A/duck/Quang Ninh/14/2013,A/avian/Japan/8KI0068/2008,0.5,1
20231,reassortant,7.791311,0.971491,,,,,0.993631,0.982688,0.988109,A/duck/Jiangxi/25186/2009,A/avian/Japan/8KI0068/2008,0.5,1
20232,reassortant,7.6038679999999985,,,,,,0.944798,,,A/duck/Hunan/1469/2002,A/red-necked stint/Western Australia/4094/1984,0.25,1
20233,full_complement,7.957771999999999,0.986404,0.994283,0.994421,0.995305,0.995992,0.994815,0.998982,0.99757,A/bean goose/Tyva/10/2009,A/brown-headed gull/Qinghai/9/2009,1.0,1
20234,full_complement,7.957347,0.988596,0.992964,0.994421,0.993545,0.995992,0.996296,0.997963,0.99757,A/grebe/Tyva/3/2009,A/brown-headed gull/Qinghai/9/2009,1.0,1
20235,full_complement,7.995873,0.999128,0.999132,1.0,0.99827,0.999343,1.0,1.0,1.0,A/New York/5976/2009,A/New York/5782/2009,1.0,1
20236,full_complement,7.990165999999999,0.998256,0.999566,0.99908,0.99827,1.0,0.997183,0.998987,0.998824,A/New York/4294/2010,A/New York/5782/2009,1.0,1
20237,full_complement,7.987871,0.997382,0.999129,0.996312,0.998257,0.998681,0.999295,1.0,0.998815,A/New York/6064/2009,A/New York/5782/2009,1.0,1
20238,full_complement,7.994384,0.998692,0.999566,1.0,0.998847,0.998687,0.998592,1.0,1.0,A/New York/6775/2009,A/New York/5782/2009,1.0,1
20239,full_complement,7.9016850000000005,0.990921,0.97541,0.994565,0.987071,0.989776,0.991416,0.980526,0.992,A/Indonesia/CDC759/2006,A/ferret/Indonesia/5-F2/2005,1.0,1
20240,full_complement,7.916354,0.99402,0.980777,0.992835,0.992693,0.992971,0.990701,0.9815,0.990857,A/chicken/WestJava/TASIKO B/2006,A/ferret/Indonesia/5-F2/2005,1.0,1
20241,full_complement,7.889423999999999,0.988466,0.978642,0.991491,0.98145,0.991693,0.990701,0.979552,0.987429,A/chicken/WestJava/SMI-PAT/2006,A/ferret/Indonesia/5-F2/2005,1.0,1
20242,full_complement,7.834337,0.964752,0.991714,0.986413,0.994828,0.936767,0.99234,0.998004,0.969519,A/blue-winged teal/Prince Edward Island/03927/2009,A/green-winged teal/New Brunswick/02593/2007,0.16666666666666666,1
20243,full_complement,7.70373,0.993037,0.990842,0.962385,0.925287,0.94401,0.952583,0.976048,0.959538,A/mallard/New Jersey/Sg-00895/2008,A/green-winged teal/New Brunswick/02593/2007,0.16666666666666666,1
20244,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/American black duck/New Brunswick/02656/2007,A/green-winged teal/New Brunswick/02593/2007,0.2,1
20245,full_complement,7.704832,0.993473,0.990933,0.962385,0.925862,0.94401,0.952583,0.976048,0.959538,A/mallard/New Jersey/Sg-00892/2008,A/green-winged teal/New Brunswick/02593/2007,0.25,1
20246,full_complement,7.994677,0.999128,0.999132,0.99954,0.998847,0.99803,1.0,1.0,1.0,A/Athens/INS337/2009,A/Athens/INS268/2009,1.0,1
20247,full_complement,7.998984,1.0,1.0,1.0,1.0,1.0,1.0,0.998984,1.0,A/California/UR06-0589/2007,A/California/UR06-0588/2007,1.0,1
20248,full_complement,7.98703,0.998263,0.99869,0.999084,0.997662,0.999343,0.997197,0.997967,0.998824,A/Malaysia/1768035/2007,A/California/UR06-0588/2007,1.0,1
20249,full_complement,7.988912999999999,0.999567,0.999128,0.997715,0.997603,1.0,0.99928,0.997965,0.997655,A/chicken/New York/19495-3/2006,A/duck/New York/143646-5/2005,1.0,1
20250,full_complement,7.984723000000001,0.9987,0.997823,0.998628,0.996401,1.0,0.998559,0.996957,0.997655,A/chicken/New York/19495-4/2006,A/duck/New York/143646-5/2005,1.0,1
20251,full_complement,7.988503,0.999133,0.998692,0.998173,0.997603,1.0,0.99928,0.997967,0.997655,A/chicken/New York/19495-2/2006,A/duck/New York/143646-5/2005,1.0,1
20252,full_complement,7.983193,0.998258,0.998689,0.998171,0.997603,0.999346,0.998557,0.994914,0.997655,A/environment/New York/19495-1/2006,A/duck/New York/143646-5/2005,1.0,1
20253,full_complement,7.9877,0.9987,0.998698,0.998628,0.996405,0.999346,0.999279,0.998989,0.997655,A/Guinea fowl/New York/19495-6/2006,A/duck/New York/143646-5/2005,1.0,1
20254,full_complement,7.984519000000001,0.998266,0.998697,0.998171,0.995201,1.0,0.998559,0.99797,0.997655,A/Muscovy duck/New York/19495-7/2006,A/duck/New York/143646-5/2005,1.0,1
20255,reassortant,7.852784,,,0.989096,,0.994792,0.990305,0.98593,,A/American wigeon/California/HKWF371/2007,A/mallard/Alberta/91/2007,0.5,1
20256,full_complement,7.99428,0.999128,0.999566,0.998619,0.998847,1.0,0.999296,1.0,0.998824,A/Australia/56/2009,A/Australia/24/2009,1.0,1
20257,full_complement,7.994058,0.999128,0.999566,0.99908,0.998824,0.99934,0.999296,1.0,0.998824,A/Viet Nam/13032030/2009,A/Australia/24/2009,1.0,1
20258,full_complement,7.994291,0.999564,0.999566,0.99908,0.99827,1.0,1.0,0.998987,0.998824,A/Guam/NHRC0008/2009,A/Australia/24/2009,1.0,1
20259,full_complement,7.99564,1.0,0.997361,0.999535,0.999412,0.999332,1.0,1.0,1.0,A/Singapore/495W/2009,A/Singapore/DMS12/2009,0.5,1
20260,full_complement,7.975016999999999,0.997807,0.996482,0.997675,0.995885,0.998664,0.995035,0.996945,0.996524,A/Singapore/EN193/2010,A/England/03220137/2010,1.0,1
20261,full_complement,7.977606,0.996104,0.998701,0.995894,0.993667,0.99867,0.995745,1.0,0.998825,A/Houston/JMM_120/2013,A/Chicago/YGA_04127/2013,1.0,1
20262,full_complement,7.983474,0.999562,1.0,0.997719,0.990213,0.997398,0.998582,1.0,1.0,A/Boston/DOA2-183/2013,A/Chicago/YGA_04127/2013,1.0,1
20263,full_complement,7.983711,0.997403,0.996968,0.996807,0.998273,0.998699,0.998582,0.996979,1.0,A/Nicaragua/6678_01/2013,A/Chicago/YGA_04127/2013,1.0,1
20264,full_complement,7.805566000000001,0.986093,0.964564,0.983696,0.983391,0.9396100000000001,0.990928,0.98503,0.972254,A/mallard/Maryland/09OS2221/2009,A/mallard/Minnesota/AI09-1678/2009,1.0,1
20265,full_complement,7.950123,0.991331,0.993504,0.992245,0.986423,0.995416,0.995578,0.997965,0.997661,A/chicken/Italy/322/2001,A/turkey/Italy/4426/2000,1.0,1
20266,full_complement,7.945619000000001,0.991667,0.995169,0.989772,0.988116,0.996653,0.996305,0.993896,0.994041,A/turkey/Italy/6960/2000,A/turkey/Italy/4426/2000,1.0,1
20267,full_complement,7.990064000000001,0.99826,0.996963,0.998635,0.998267,0.999347,0.998592,1.0,1.0,A/mallard/Alaska/256/2005,A/pintail/Alaska/49/2005,1.0,1
20268,full_complement,7.864312000000001,0.947803,0.995228,0.994998,0.993068,0.942521,0.99507,0.997963,0.997661,A/pintail/Alaska/211/2005,A/pintail/Alaska/49/2005,1.0,1
20269,full_complement,7.969915,0.996491,0.996482,0.99814,0.994709,0.998664,0.996454,0.995927,0.993048,A/Singapore/GP834/2011,A/Wisconsin/15/2011,1.0,1
20270,full_complement,7.999568,0.999568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Nicaragua/30071_01_TR2/2013,A/Nicaragua/30075_01_TR1/2013,1.0,1
20271,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Nicaragua/30074_01_TR2/2013,A/Nicaragua/30075_01_TR1/2013,1.0,1
20272,full_complement,7.980386,0.998684,0.996922,0.994421,0.997061,0.997328,0.997163,1.0,0.998807,A/Chicago/YGA_04012/2012,A/Thailand/VIROAF6/2012,1.0,1
20273,full_complement,7.975490999999999,0.997807,0.996922,0.996281,0.995297,0.997328,0.996454,0.998982,0.99642,A/Boston/DOA2-108/2012,A/Thailand/VIROAF6/2012,1.0,1
20274,full_complement,7.97427,0.996491,0.996922,0.995816,0.992945,0.99666,0.996454,0.998982,1.0,A/Thailand/VIROAF1/2012,A/Thailand/VIROAF6/2012,1.0,1
20275,full_complement,7.979630000000001,0.997807,0.996922,0.997675,0.995297,0.997996,0.997163,0.997963,0.998807,A/Santa Clara/YGA_03068/2012,A/Thailand/VIROAF6/2012,1.0,1
20276,full_complement,7.975866,0.998684,0.997801,0.994421,0.994709,0.997996,0.997872,0.997963,0.99642,A/Boston/YGA_01056/2012,A/Thailand/VIROAF6/2012,1.0,1
20277,full_complement,7.978949,0.997807,0.997361,0.996281,0.996473,0.995992,0.995035,1.0,1.0,A/Boston/YGA_01046/2012,A/Thailand/VIROAF6/2012,1.0,1
20278,full_complement,7.976575,0.999123,0.997361,0.996281,0.993533,0.99666,0.993617,1.0,1.0,A/Texas/JMM_37/2012,A/Thailand/VIROAF6/2012,1.0,1
20279,full_complement,7.975526,0.996491,0.996922,0.995816,0.993533,0.997328,0.996454,0.998982,1.0,A/Thailand/VIROAF1CS/2012,A/Thailand/VIROAF6/2012,1.0,1
20280,full_complement,7.992619,0.998703,0.999135,0.999088,0.998845,0.998699,0.999305,1.0,0.998844,A/Peru/PER144/2012,A/Peru/PER176/2011,0.3333333333333333,1
20281,full_complement,7.989280000000001,0.998703,0.999567,0.998631,0.997111,0.998048,0.99722,1.0,1.0,A/Peru/PER400/2012,A/Peru/PER176/2011,0.3333333333333333,1
20282,full_complement,7.999567,0.999567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Peru/PER132/2011,A/Peru/PER176/2011,0.3333333333333333,1
20283,full_complement,7.992219,0.997838,0.999567,0.999544,0.998267,0.998699,0.999305,0.998999,1.0,A/Peru/PER067/2011,A/Peru/PER176/2011,0.3333333333333333,1
20284,full_complement,7.989280000000001,0.998703,0.999567,0.998631,0.997111,0.998048,0.99722,1.0,1.0,A/Peru/PER018/2012,A/Peru/PER176/2011,0.3333333333333333,1
20285,full_complement,7.9993490000000005,1.0,1.0,1.0,1.0,0.999349,1.0,1.0,1.0,A/Peru/PER151/2011,A/Peru/PER374/2011,1.0,1
20286,reassortant,7.9305,0.982729,,,,,0.995046,,,A/mallard/Sweden/814/2002,A/mallard/Sweden/418/2002,0.5,2
20287,reassortant,7.779476000000001,0.970958,,,0.947338,0.965359,0.978061,0.968464,,A/sharp-tailed sandpiper/Australia/10/2004,A/mallard/Sweden/418/2002,0.5,1
20288,reassortant,7.826855999999999,0.973992,0.942683,0.988678,0.983578,,0.985846,,,A/mallard/Netherlands/42/2006,A/mallard/Sweden/418/2002,0.5,1
20289,full_complement,7.998115,1.0,1.0,1.0,0.998824,1.0,0.999291,1.0,1.0,A/England/442/2003,A/England/446/2003,1.0,1
20290,full_complement,7.990474000000001,0.999123,0.997801,0.99814,0.998824,0.999332,0.999291,0.997963,1.0,A/New York/7/2003,A/England/446/2003,1.0,1
20291,full_complement,7.991942,0.998684,0.99956,0.998605,0.998824,0.997996,0.999291,0.998982,1.0,A/England/525/2003,A/England/446/2003,1.0,1
20292,reassortant,7.723071000000001,,,,,,0.970213,,,A/swine/France/37-120345/2012,A/England/446/2003,0.08333333333333333,1
20293,full_complement,7.98651,0.999123,0.997801,0.996746,0.998824,0.998664,0.998582,0.997963,0.998807,A/England/518/2003,A/England/446/2003,1.0,1
20294,full_complement,7.984888,0.998246,0.998681,0.99814,0.996473,0.997996,0.998582,0.997963,0.998807,A/Scotland/72/2003,A/England/446/2003,1.0,1
20295,full_complement,7.9893,0.999123,0.997842,0.998632,0.998843,0.99935,0.997877,1.0,0.997633,A/New York/1177/2009,A/New York/1162/2009,1.0,1
20296,full_complement,7.853991,0.9710529999999999,0.976253,0.960948,0.990594,0.967936,0.995035,0.996945,0.995227,A/swine/Iowa/A01203904/2012,A/swine/Iowa/A01049797/2011,1.0,1
20297,full_complement,7.999105999999999,1.0,0.999566,0.99954,1.0,1.0,1.0,1.0,1.0,A/Managua/167.01/2009,A/Managua/2652.01/2009,0.2,1
20298,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Managua/168.02/2009,A/Managua/2652.01/2009,0.2,1
20299,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Managua/516.01/2009,A/Managua/2652.01/2009,0.25,1
20300,full_complement,7.997977000000001,0.999564,0.999566,1.0,0.998847,1.0,1.0,1.0,1.0,A/Managua/3755.03/2009,A/Managua/2652.01/2009,0.2,1
20301,full_complement,7.951679,0.988774,0.966146,0.999094,0.997665,1.0,1.0,1.0,1.0,A/mallard/California/937V/2013,A/mallard/California/1497/2013,1.0,1
20302,full_complement,7.9846189999999995,0.989637,0.999566,0.999094,0.997665,0.999351,0.999306,1.0,1.0,A/mallard/California/940V/2013,A/mallard/California/1497/2013,1.0,1
20303,full_complement,7.989371,0.999567,0.997835,0.99907,0.995902,0.998701,0.999305,0.998991,1.0,A/northern pintail/Interior Alaska/10BM02791R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,1.0,1
20304,full_complement,7.98245,0.996966,0.996968,0.99907,0.997073,0.998701,0.999305,0.998991,0.995376,A/mallard/Interior Alaska/10BM06459R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,1.0,1
20305,full_complement,7.992362,0.999133,0.999567,0.99907,0.998244,0.998052,0.999305,0.998991,1.0,A/northern shoveler/Interior Alaska/10BM02892R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,1.0,1
20306,full_complement,7.981874,0.997399,0.996968,0.99907,0.997073,0.998701,0.999305,0.997982,0.995376,A/mallard/Interior Alaska/10BM06460R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,1.0,1
