Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Bird Behavior	Age	Health	
University of California, Los Angeles	05/09/2007	USA	Alaska	Calidris minutilla	Least Sandpiper	H4N8	Positive	A	A/least sandpiper/South Central Alaska/3/2007(H4N8)	-N/A-	Wild	Undetermined	Undetermined	
University of California, Los Angeles	05/09/2007	USA	Alaska	Calidris minutilla	Least Sandpiper	H4N8	Positive	A	A/least sandpiper/South Central Alaska/2/2007(H4N8)	-N/A-	Wild	Undetermined	Undetermined	
University of Georgia	05/15/2009	USA	New Jersey	Leucophaeus atricilla	Laughing Gull	H11N1	Positive	A	A/laughing gull/New Jersey/AI09-218/2009(H11N1)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	05/15/2009	USA	New Jersey	Leucophaeus atricilla	Laughing Gull	H11N1	Positive	A	A/laughing gull/New Jersey/AI09-271/2009(H11N1)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	05/27/2009	USA	New Jersey	Larus sp	GULL	H1N8	Positive	A	A/gull/New Jersey/AI09-964/2009(H1N8)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	05/28/2009	USA	Delaware	Larus sp	GULL	Mixed	Positive	A	A/gull/Delaware/AI09-435/2009(Mixed)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	05/28/2009	USA	Delaware	Larus sp	GULL	H1N1	Positive	A	A/gull/Delaware/AI09-438/2009(H1N1)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	05/28/2009	USA	Delaware	Larus sp	GULL	H1N1	Positive	A	A/gull/Delaware/AI09-453/2009(H1N1)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/2007	USA	Louisiana	Anas carolinensis	Green-Winged Teal	H1N1	Positive	A	A/green-winged teal/Louisiana/Sg-00090/2007(H1N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2007	USA	Louisiana	Anas carolinensis	Green-Winged Teal	H3N8	Positive	A	A/green-winged teal/Louisiana/Sg-00092/2007(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/03/2007	USA	Minnesota	Aythya collaris	Ring-Necked Duck	Mixed	Positive	A	A/ring-necked duck/Minnesota/Sg-00066/2007(Mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/03/2007	USA	Minnesota	Aythya collaris	Ring-Necked Duck	H4N6	Positive	A	A/ring-necked duck/Minnesota/Sg-00067/2007(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/03/2007	USA	Minnesota	Aythya collaris	Ring-Necked Duck	H10N7	Positive	A	A/ring-necked duck/Minnesota/Sg-00068/2007(H10N7)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/03/2007	USA	Minnesota	Aythya collaris	Ring-Necked Duck	Mixed	Positive	A	A/ring-necked duck/Minnesota/Sg-00069/2007(Mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/16/2007	USA	Texas	Anas cyanoptera	Cinnamon Teal	H4N6	Positive	A	A/cinnamon teal/Texas/Sg-00088/2007(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/04/2010	USA	Minnesota	Anas platyrhynchos	Mallard	H12N5	Positive	A	A/mallard/Minnesota/AI10-2217/2010(H12N5)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2010	USA	Minnesota	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Minnesota/AI10-2762/2010(H11N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/20/2006	USA	Minnesota	Anas platyrhynchos	Mallard	H2N5	Positive	A	A/mallard/Minnesota/AI06-1003/2006(H2N5)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/21/2006	USA	Minnesota	Anas platyrhynchos	Mallard	H10N3	Positive	A	A/mallard/Minnesota/AI06-1017/2006(H10N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/21/2006	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/AI06-1027/2006(mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/21/2006	USA	Minnesota	Anas platyrhynchos	Mallard	H2N3	Positive	A	A/mallard/Minnesota/AI06-1029/2006(H2N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/21/2006	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/AI06-1135/2006(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/20/2006	USA	Minnesota	Anas platyrhynchos	Mallard	H4N8	Positive	A	A/mallard/Minnesota/AI06-962/2006(H4N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H5N5	Positive	A	A/mallard/Minnesota/355811/2000(H5N5)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Minnesota/346245/2000(H11N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H5N2	Positive	A	A/mallard/Minnesota/346250/2000(H5N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Minnesota/346251/2000(H11N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/346256/2000(mixed),A/mallard/Minnesota/346256/2000(Mixed) 	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H6N7	Positive	A	A/mallard/Minnesota/346268/2000(H6N7)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H11N9,H1N9	Positive	A	A/mallard/Minnesota/346229/2000(H11N9),A/mallard/Minnesota/346229/2000(H1N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Minnesota/355777/2000(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H5N2	Positive	A	A/mallard/Minnesota/355779/2000(H5N2)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/355780/2000(Mixed) 	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H11N2	Positive	A	A/mallard/Minnesota/355785/2000(H11N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H12N5	Positive	A	A/mallard/Minnesota/355788/2000(H12N5)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/355798/2000(mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2000	USA	Minnesota	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Minnesota/346242/2000(H3N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/182738/1998(Mixed) ,A/mallard/Minnesota/182738/1998(mixed)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H2N3	Positive	A	A/mallard/Minnesota/182714/1998(H2N3)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/182748/1998(mixed)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H3N9	Positive	A	A/mallard/Minnesota/182749/1998(H3N9)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H6N3	Positive	A	A/mallard/Minnesota/182750/1998(H6N3)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H6N6	Positive	A	A/mallard/Minnesota/182751/1998(H6N6)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/182717/1998(Mixed) 	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Minnesota/182718/1998(H6N2)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H7N3	Positive	A	A/mallard/Minnesota/182761/1998(H7N3)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Minnesota/182722/1998(H11N9)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H4N2	Positive	A	A/mallard/Minnesota/182772/1998(H4N2)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1998	USA	Minnesota	Anas platyrhynchos	Mallard	H6N5	Positive	A	A/mallard/Minnesota/182729/1998(H6N5)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1999	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/199044/1999(H4N6)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1999	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/199106/1999(H3N8)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/15/1999	USA	Minnesota	Anas platyrhynchos	Mallard	H3N2	Positive	A	A/mallard/Minnesota/199036/1999(H3N2)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	01/28/2006	USA	North Carolina	Anas platyrhynchos	Mallard	H10N7	Positive	A	A/mallard/North Carolina/1321371/2004(H10N7)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/07/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H12N5	Positive	A	A/mallard/Minnesota/AI09-3066/2009(H12N5)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/08/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H6N3	Positive	A	A/mallard/Minnesota/AI09-3100/2009(H6N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/08/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H3N1	Positive	A	A/mallard/Minnesota/AI09-3228/2009(H3N1)	mceirs@umn.edu	Wild	Undetermined	Undetermined	
University of Georgia	09/09/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Minnesota/AI09-3302/2009(H11N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/09/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H2N9	Positive	A	A/mallard/Minnesota/AI09-3353/2009(H2N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/12/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H7N9	Positive	A	A/mallard/Minnesota/AI09-3770/2009(H7N9)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	09/13/2009	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/AI09-3819/2009(mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/13/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/AI09-3821/2009(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/14/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H3N2	Positive	A	A/mallard/Minnesota/AI09-4022/2009(H3N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/15/2009	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/AI09-4324/2009(mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/New Jersey/AI09-5086/2009(Mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/New Jersey/AI09-5122/2009(H11N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H4N9	Positive	A	A/mallard/New Jersey/AI09-5137/2009(H4N9)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/New Jersey/AI09-5361/2009(H11N9)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/New Jersey/AI09-5405/2009(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H4N9	Positive	A	A/mallard/New Jersey/AI09-6426/2009(H4N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/New Jersey/AI09-6434/2009(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/28/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H4N1	Positive	A	A/mallard/New Jersey/AI09-6446/2009(H4N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/29/2009	USA	New Jersey	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/New Jersey/AI09-5121/2009(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	12/10/2009	USA	Arkansas	Anas platyrhynchos	Mallard	H11N9	Positive	A	A/mallard/Arkansas/AI09-5663/2009(H11N9)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	12/10/2009	USA	Arkansas	Anas platyrhynchos	Mallard	H4N8	Positive	A	A/mallard/Arkansas/AI09-5944/2009(H4N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	12/11/2009	USA	Arkansas	Anas platyrhynchos	Mallard	H9N2	Positive	A	A/mallard/Arkansas/AI09-5649/2009(H9N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	12/11/2009	USA	Arkansas	Anas platyrhynchos	Mallard	H2N3	Positive	A	A/mallard/Arkansas/AI09-5761/2009(H2N3)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	12/11/2009	USA	Arkansas	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Arkansas/AI09-5900/2009(H3N8)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	12/11/2009	USA	Arkansas	Anas platyrhynchos	Mallard	H10N9	Positive	A	A/mallard/Arkansas/AI09-6032/2009(H10N9)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/14/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H3N2	Positive	A	A/mallard/Minnesota/Sg-01040/2008(H3N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/14/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N8	Positive	A	A/mallard/Minnesota/Sg-01042/2008(H6N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/25/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H7N3	Positive	A	A/mallard/Minnesota/AI08-5469/2008(H7N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/25/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-01047/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/26/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H7N1	Positive	A	A/mallard/Minnesota/AI09-1714/2009(H7N1)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	07/27/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H10N3	Positive	A	A/mallard/Minnesota/AI09-1666/2009(H10N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/27/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H10N3	Positive	A	A/mallard/Minnesota/AI09-1669/2009(H10N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/27/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Minnesota/AI09-1678/2009(H1N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/27/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H1N1	Positive	A	A/mallard/Minnesota/AI09-1684/2009(H1N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/28/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/AI09-1829/2009(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/28/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H8N4	Positive	A	A/mallard/Minnesota/AI09-1833/2009(H8N4)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/28/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H10N5	Positive	A	A/mallard/Minnesota/AI09-1851/2009(H10N5)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	07/28/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H8N4	Positive	A	A/mallard/Minnesota/AI09-1854/2009(H8N4)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/28/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H10N5	Positive	A	A/mallard/Minnesota/AI09-1864/2009(H10N5)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/28/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H8N4	Positive	A	A/mallard/Minnesota/AI09-1867/2009(H8N4)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	07/28/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H3N3	Positive	A	A/mallard/Minnesota/AI09-1870/2009(H3N3)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	08/05/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/AI09-2434/2009(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/04/2009	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/AI09-2749/2009(Mixed) 	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/06/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/AI09-2509/2009(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/06/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H2N3	Positive	A	A/mallard/Minnesota/AI09-2518/2009(H2N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/06/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Minnesota/AI09-2519/2009(H3N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/07/2009	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/AI09-2571/2009(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/07/2009	USA	Minnesota	Anas platyrhynchos	Mallard	Mixed	Positive	A	A/mallard/Minnesota/AI09-3047/2009(Mixed) ,A/mallard/Minnesota/AI09-3047/2009(mixed)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/27/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/Sg-00765/2008(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/27/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N8	Positive	A	A/mallard/Minnesota/Sg-00767/2008(H4N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Minnesota/Sg-00768/2008(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/Sg-00769/2008(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Minnesota/Sg-00770/2008(H3N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00771/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/Sg-00774/2008(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00775/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Minnesota/Sg-00776/2008(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00777/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Minnesota/Sg-00778/2008(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/17/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/Sg-00931/2008(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/16/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00932/2008(H6N1)	mceirs@umn.edu	Wild	Adult	Undetermined	
University of Georgia	08/02/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H2N3	Positive	A	A/mallard/Minnesota/AI08-3437/2008(H2N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	08/02/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H2N3	Positive	A	A/mallard/Minnesota/Sg-00782/2008(H2N3)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/Sg-00793/2008(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/Sg-00794/2008(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H3N6	Positive	A	A/mallard/Minnesota/Sg-00795/2008(H3N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00796/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Minnesota/Sg-00801/2008(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00802/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00803/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/Sg-00804/2008(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/Sg-00805/2008(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N1	Positive	A	A/mallard/Minnesota/Sg-00806/2008(H6N1)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/Sg-00807/2008(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H3N8	Positive	A	A/mallard/Minnesota/Sg-00808/2008(H3N8)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H4N6	Positive	A	A/mallard/Minnesota/Sg-00809/2008(H4N6)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
University of Georgia	09/01/2008	USA	Minnesota	Anas platyrhynchos	Mallard	H6N2	Positive	A	A/mallard/Minnesota/Sg-00810/2008(H6N2)	mceirs@umn.edu	Wild	Hatch Year	Undetermined	
