Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Age	Health	Behavior	
University of Minnesota	05/03/2007	USA	Iowa	Sus scrofa	Wild Boar	N1	Positive	A	A/swine/Iowa/01596/2007(N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	04/12/2007	USA	Iowa	Sus scrofa	Wild Boar	N2	Positive	A	A/swine/Iowa/SG1290/2007(N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/31/2007	USA	Nebraska	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Nebraska/01711/2007(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/06/2007	USA	Minnesota	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Minnesota/SG1293/2007(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/15/2008	USA	Arkansas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Arkansas/SG1297/2008(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/16/2008	USA	Oklahoma	Sus scrofa	Wild Boar	H1	Positive	A	A/swine/Oklahoma/02520/2008(H1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/02/2008	USA	Oklahoma	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Oklahoma/02107/2008(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	08/08/2008	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/02259/2008(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	03/06/2008	USA	Oklahoma	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Oklahoma/02083/2008(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/02/2008	USA	Kentucky	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Kentucky/02116/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/03/2008	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/SG1306/2008(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/16/2008	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1307/2008(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	07/30/2008	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/02249/2008(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/23/2008	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1309/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/11/2008	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1310/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/12/2008	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/02403/2008(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	09/26/2008	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1313/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/16/2008	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1314/2008(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/01/2008	USA	Illinois	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Illinois/02166/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/17/2008	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1317/2008(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/11/2008	USA	Iowa	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Iowa/02204/2008(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	01/14/2009	USA	Arkansas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Arkansas/SG1319/2009(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/06/2009	USA	Arkansas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Arkansas/02720/2009(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/28/2009	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/SG1321/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/26/2009	USA	Colorado	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Colorado/SG1322/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/12/2009	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/SG1323/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/04/2009	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1325/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/09/2009	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/02530/2009(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/30/2009	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/SG1327/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/20/2009	USA	Georgia	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Georgia/02604/2009(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/30/2009	USA	Kentucky	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Kentucky/02564/2009(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/10/2009	USA	Kentucky	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Kentucky/02573/2009(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/20/2009	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1334/2009(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	02/05/2009	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1337/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/06/2009	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/SG1338/2009(H3N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	06/05/2009	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/02852/2009(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/22/2009	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1340/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/08/2009	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/02817/2009(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/16/2009	USA	Missouri	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Missouri/SG1343/2009(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	01/22/2009	USA	Iowa	Sus scrofa	Wild Boar	N1	Positive	A	A/swine/Iowa/02539/2009(N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/28/2009	USA	Illinois	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Illinois/02757/2009(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	07/08/2009	USA	Nebraska	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Nebraska/02866/2009(H1N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	01/06/2010	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/SG1347/2010(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	11/10/2010	USA	Oklahoma	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Oklahoma/SG1349/2010(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/10/2010	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/02985/2010(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	09/24/2010	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1251/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/02/2010	USA	Texas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Texas/03042/2010(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/12/2010	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/02989/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/13/2010	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1357/2010(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/24/2010	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/SG1358/2010(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/19/2010	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1359/2010(H1N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	04/21/2010	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1360/2010(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/18/2010	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1361/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/03/2010	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1362/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/22/2004	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1192/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/22/2004	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1193/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/09/2004	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1194/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/01/2004	USA	Georgia	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Georgia/SG1195/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/06/2004	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/00237/2004(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	12/30/2004	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/SG1197/2004(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	08/27/2004	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/00396/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/02/2004	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/SG1199/2004(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/11/2004	USA	Tennessee	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Tennessee/00264/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/30/2004	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/00271/2004(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	07/30/2004	USA	Missouri	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Missouri/00355/2004(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/13/2004	USA	Nebraska	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Nebraska/00386/2004(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/24/2004	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1209/2004(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	11/05/2004	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1210/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/29/2004	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1212/2004(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/18/2004	USA	Illinois	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Illinois/00303/2004(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/19/2005	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/SG1214/2005(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/01/2005	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/00518/2005(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	03/03/2005	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/SG1216/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/06/2005	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1217/2005(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/04/2005	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/00606/2005(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	04/13/2005	USA	Colorado	Sus scrofa	Wild Boar	unknown	Positive	A	A/swine/Colorado/SG1219/2005(unknown)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/23/2005	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/00743/2005(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/13/2005	USA	Oklahoma	Sus scrofa	Wild Boar	H1	Positive	A	A/swine/Oklahoma/SG1221/2005(H1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/08/2005	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/00525/2005(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	04/26/2005	USA	Alabama	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Alabama/SG1224/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/24/2005	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1226/2005(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	12/06/2005	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1229/2005(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/16/2005	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/SG1230/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/18/2005	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/00482/2005(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	01/27/2005	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1232/2005(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/15/2005	USA	Minnesota	Sus scrofa	Wild Boar	N1	Positive	A	A/swine/Minnesota/SG1233/2005(N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/26/2005	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/00574/2005(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/22/2005	USA	Minnesota	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Minnesota/SG1236/2005(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/21/2005	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1237/2005(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	06/02/2005	USA	Minnesota	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Minnesota/SG1238/2005(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	12/30/2005	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/00938/2005(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/02/2006	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/SG1241/2006(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/16/2006	USA	Oklahoma	Sus scrofa	Wild Boar	unknown	Positive	A	A/swine/Oklahoma/SG1242/2006(unknown)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/06/2006	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1243/2006(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	06/07/2006	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1244/2006(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	09/28/2006	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/00952/2006(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	10/25/2006	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/01282/2006(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/02/2006	USA	Oklahoma	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Oklahoma/01117/2006(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	11/02/2006	USA	Texas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Texas/01308/2006(H1N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/07/2006	USA	Oklahoma	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Oklahoma/SG1249/2006(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	06/21/2006	USA	Texas	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Texas/SG1250/2006(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/12/2006	USA	Georgia	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Georgia/SG1251/2006(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/28/2006	USA	Virginia	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Virginia/01359/2006(H1N1)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	05/18/2006	USA	North Carolina	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/North Carolina/SG1255/2006(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/22/2006	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/01169/2006(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	08/10/2006	USA	North Carolina	Sus scrofa	Wild Boar	unknown	Positive	A	A/swine/North Carolina/01505/2006(unknown)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/16/2006	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/01312/2006(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	11/03/2006	USA	North Carolina	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/North Carolina/01484/2006(H3N2)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	05/11/2006	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/01136/2006(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	02/07/2006	USA	Ohio	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/00991/2006(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	03/23/2006	USA	Minnesota	Sus scrofa	Wild Boar	H3	Positive	A	A/swine/Minnesota/SG1265/2006(H3)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/05/2006	USA	Illinois	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Illinois/01131/2006(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/31/2007	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/01460/2007(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
University of Minnesota	03/13/2007	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/01522/2007(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/26/2007	USA	Oklahoma	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Oklahoma/01452/2007(H1N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/01/2007	USA	Texas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Texas/SG1270/2007(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/25/2007	USA	Texas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Texas/SG1271/2007(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/25/2007	USA	Texas	Sus scrofa	Wild Boar	H3N1	Positive	A	A/swine/Texas/01822/2007(H3N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/08/2005	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1235/2005(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	11/08/2006	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/SG1261/2006(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	04/10/2007	USA	Kentucky	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Kentucky/01569/2007(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	12/05/2007	USA	Minnesota	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Minnesota/01882/2007(H1N1)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	05/01/2007	USA	Minnesota	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Minnesota/01604/2007(H1N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	04/05/2007	USA	Minnesota	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Minnesota/SG1294/2007(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	05/15/2008	USA	Arkansas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Arkansas/SG1295/2008(H3N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	12/30/2008	USA	Arkansas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Arkansas/SG1298/2008(H3N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	02/29/2008	USA	Oklahoma	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/Oklahoma/02056/2008(H1N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	01/29/2009	USA	Illinois	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Illinois/02626/2009(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	01/26/2010	USA	Illinois	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Illinois/02957/2010(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	03/30/2011	USA	North Carolina	Sus scrofa	Wild Boar	H1N2	Positive	A	A/swine/North Carolina/SG1391/2011(H1N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	09/14/2005	Canada	Quebec	Sus scrofa	Wild Boar	H3	Positive	A	A/swine/Quebec/00729/2005(H3)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	10/29/2007	Canada	Saskatchewan	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Saskatchewan/01834/2007(H3N2)	mceirs@umn.edu	Adult	Sick	Domestic	
University of Minnesota	11/08/2011	Canada	Manitoba	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Manitoba/SG1438/2011(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	07/23/2003	USA	Arkansas	Sus scrofa	Wild Boar	H1N1	Positive	A	A/swine/Arkansas/SG1157/2003(H1N1)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	06/19/2003	USA	New Mexico	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/New Mexico/SG1158/2003(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	08/28/2003	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/00142/2003(H3N2)	mceirs@umn.edu	Undetermined	Sick	Domestic	
University of Minnesota	12/04/2003	USA	Texas	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Texas/00226/2003(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
University of Minnesota	09/18/2003	USA	Oklahoma	Sus scrofa	Wild Boar	H3N2	Positive	A	A/swine/Oklahoma/00153/2003(H3N2)	mceirs@umn.edu	Juvenile	Sick	Domestic	
